Loan Status,Number of Dependents,Education,Self Employed,Income per Annum,Loan Amount,Loan Term,Cibil Score,Residential Assets Value,Commercial Assets Value,Luxury Assets Value,Bank Asset Value
0,3,1,1,9000000,33100000,16,456,23800000,7000000,26000000,7100000
0,2,1,0,6400000,16500000,8,544,12100000,6300000,15200000,5400000
0,4,1,0,9700000,26900000,10,460,11400000,3900000,31400000,9300000
0,1,0,0,5100000,14200000,6,451,6100000,7600000,11400000,5600000
0,4,1,1,5900000,11800000,8,479,11000000,1200000,15700000,3900000
0,5,1,0,1200000,2400000,14,495,1800000,1800000,4100000,1300000
0,3,0,1,5300000,20800000,6,487,9700000,3400000,18500000,4200000
0,2,1,0,5300000,16700000,18,339,4600000,3300000,12000000,4100000
0,1,0,1,9100000,23600000,20,535,2800000,17600000,26400000,4500000
0,2,1,0,6000000,13900000,4,533,3000000,9600000,14600000,4100000
0,0,0,0,4300000,11000000,4,374,7100000,7300000,9300000,4700000
0,3,1,0,4700000,9800000,14,444,8200000,300000,15700000,3800000
0,1,0,0,8300000,20400000,14,348,5600000,12500000,29100000,4700000
0,4,1,1,8000000,31200000,6,482,19800000,11500000,22200000,5700000
0,3,1,1,8500000,30800000,20,448,23000000,1400000,22900000,7900000
0,5,1,1,7600000,18000000,12,452,7900000,4300000,23800000,4700000
0,0,1,0,7500000,15900000,2,535,17500000,5700000,23600000,4500000
0,4,0,1,7100000,19400000,16,363,17900000,2600000,22600000,4000000
0,2,0,0,8400000,20700000,6,513,500000,16400000,18800000,7900000
0,0,1,1,4700000,16200000,16,317,12700000,400000,9400000,2500000
0,3,0,0,2400000,8200000,10,531,6800000,1900000,5700000,2000000
0,1,0,1,1600000,4800000,14,544,2200000,200000,6200000,1200000
0,0,1,0,3500000,7800000,14,366,6400000,3000000,13700000,4900000
0,0,0,0,200000,800000,20,331,300000,0,500000,100000
0,4,1,0,6900000,16500000,8,426,3900000,5200000,18300000,9000000
0,3,0,0,9000000,26500000,8,533,17100000,12400000,27800000,6000000
0,1,0,0,6900000,22700000,16,394,3800000,4300000,27400000,8700000
0,5,0,0,9200000,28000000,8,527,18700000,7700000,24400000,6400000
0,1,1,0,4600000,12700000,8,468,10400000,0,14500000,3900000
0,0,1,0,7900000,22700000,18,508,6600000,7000000,31600000,8900000
0,3,1,1,9000000,18600000,16,518,18400000,17600000,28900000,10300000
0,2,0,0,4300000,8800000,6,512,7200000,6500000,16900000,2700000
0,3,0,0,8700000,24700000,8,369,4000000,800000,31100000,4800000
0,3,1,0,1300000,3100000,14,348,1500000,600000,3900000,600000
0,1,0,0,9100000,24000000,20,353,25100000,9200000,26100000,10900000
0,0,1,0,3000000,11300000,16,478,5600000,2000000,9800000,2000000
0,1,0,1,5000000,16900000,12,517,2200000,1500000,15500000,5400000
0,3,0,1,5200000,15000000,20,432,6900000,5000000,15600000,5100000
0,4,0,1,2800000,9200000,18,442,5800000,4800000,8400000,1300000
0,2,1,0,3000000,6500000,4,476,7900000,300000,9400000,1500000
0,3,0,1,5100000,18000000,6,510,13400000,6600000,17200000,7600000
0,3,0,0,6400000,23000000,8,520,12100000,11400000,16000000,3800000
0,4,1,0,8700000,32100000,8,397,8900000,17000000,34700000,4800000
0,0,0,0,9200000,24700000,14,438,4800000,16000000,20600000,10700000
0,1,0,0,1200000,4600000,20,323,2000000,1700000,2600000,1400000
0,0,1,0,4900000,16300000,14,479,1600000,6400000,18600000,2700000
0,2,1,1,7800000,22100000,6,533,11900000,2500000,19300000,10800000
0,1,0,0,7000000,26600000,16,460,20500000,3300000,27700000,4600000
0,3,0,0,5800000,20600000,20,434,8400000,2700000,22600000,7000000
0,5,0,0,2000000,6900000,18,516,4600000,3400000,6500000,1600000
0,4,1,0,8300000,24600000,2,382,1400000,1200000,16700000,6600000
0,4,1,0,3700000,12300000,6,364,5900000,4200000,13700000,4400000
0,4,0,0,6200000,21900000,12,462,9400000,2000000,16600000,8300000
0,2,1,0,1500000,4900000,16,387,-100000,2400000,3700000,1300000
0,0,0,1,9300000,29400000,10,351,24200000,6800000,35800000,6100000
0,5,0,1,1900000,4900000,4,442,3200000,2100000,5800000,900000
0,4,1,1,2100000,8200000,20,432,6000000,900000,5600000,1000000
0,5,0,0,7700000,19000000,2,539,4000000,14500000,29300000,4100000
0,2,1,0,3900000,13600000,10,373,11600000,1000000,8400000,3600000
0,1,0,1,5200000,20500000,10,407,1100000,3400000,18200000,3800000
0,3,1,0,8700000,31100000,16,760,400000,1800000,19300000,4800000
0,3,0,1,9200000,23200000,8,380,13100000,15500000,18900000,6100000
0,3,1,0,3800000,12100000,20,364,4100000,5100000,11600000,3000000
0,4,0,0,9700000,31700000,10,342,700000,100000,36700000,12000000
0,1,1,1,3500000,13100000,10,477,3200000,6200000,7500000,3100000
0,4,0,0,6400000,19700000,20,400,2300000,6100000,20100000,6200000
0,0,0,1,3300000,8900000,2,418,4200000,6000000,9300000,3700000
0,3,1,0,7800000,21800000,8,517,7700000,5100000,19500000,9100000
0,0,0,1,6200000,16200000,6,508,5600000,5700000,21500000,3600000
0,0,1,0,9200000,28200000,12,455,19200000,6400000,34700000,5900000
0,2,1,0,5300000,13200000,10,500,4700000,9800000,20400000,2900000
0,5,0,1,6800000,22800000,14,382,17600000,700000,21700000,5800000
0,1,0,0,7900000,20800000,18,538,10000000,9700000,29900000,10600000
0,2,1,1,7800000,25400000,10,513,22100000,600000,23500000,9800000
0,5,1,1,3000000,8800000,14,402,5600000,5300000,8600000,4200000
0,2,0,0,5200000,16800000,18,369,5400000,8600000,17000000,6800000
0,2,1,0,5100000,19100000,8,457,13200000,5100000,16400000,7600000
0,0,1,1,2500000,5400000,6,463,1900000,3500000,8200000,1800000
0,0,1,0,3100000,6500000,2,391,100000,3800000,9900000,2400000
0,3,1,0,2300000,5600000,18,420,1300000,600000,6700000,2100000
0,4,0,1,8900000,27100000,18,363,7800000,9600000,25400000,12700000
0,0,1,0,2400000,5300000,16,482,5500000,4200000,8400000,2600000
0,1,1,0,1600000,3300000,2,513,400000,1300000,4600000,2200000
0,3,0,1,7100000,16700000,4,435,1700000,9600000,24300000,6200000
0,0,0,1,8800000,29800000,8,343,20000000,4900000,33300000,12200000
0,3,0,1,6900000,17900000,18,494,7700000,11200000,15400000,8700000
0,4,1,0,9600000,33000000,14,336,5800000,8500000,30100000,4900000
0,3,0,1,9700000,30800000,18,471,12700000,3800000,37300000,10400000
0,2,0,0,1200000,4100000,8,497,2700000,700000,3700000,1300000
0,2,1,0,6600000,21500000,18,471,13700000,9800000,17100000,4800000
0,3,0,0,4100000,14100000,8,367,900000,800000,8900000,5300000
0,4,1,0,5800000,18500000,16,436,1400000,5500000,17100000,6500000
0,2,1,0,4500000,11400000,10,388,11600000,3000000,14300000,2900000
0,2,1,1,9900000,37300000,8,385,600000,900000,27400000,14200000
0,5,1,1,8900000,19100000,20,329,13300000,11400000,29500000,10000000
0,3,1,1,5100000,17000000,10,477,1700000,3300000,13700000,6300000
0,0,1,1,6600000,21200000,18,377,1000000,9600000,14800000,9500000
0,4,1,1,6400000,21900000,6,437,7000000,10000000,24600000,4100000
0,4,0,1,2300000,5800000,8,469,6100000,4200000,7900000,2400000
0,4,1,0,900000,2700000,20,327,400000,1200000,2200000,1200000
0,1,1,0,8300000,30000000,18,350,12800000,10800000,23800000,9400000
0,3,1,1,1300000,4300000,18,412,600000,900000,5200000,1200000
0,0,0,0,8700000,30200000,10,447,14200000,14800000,28200000,6100000
0,1,1,1,3200000,9300000,6,483,6700000,1900000,7800000,3600000
0,3,1,1,1900000,5300000,12,436,2300000,3500000,5000000,2600000
0,0,0,0,9100000,30100000,8,322,26200000,9500000,18800000,5900000
0,0,0,1,8400000,23000000,14,455,400000,13400000,29800000,9400000
0,4,1,1,5300000,14500000,4,352,12600000,4900000,10500000,3500000
0,3,0,0,4100000,14100000,10,300,7600000,2100000,8400000,2200000
0,0,0,1,8900000,27700000,6,372,18200000,14900000,33700000,6100000
0,4,1,0,4800000,12000000,6,441,8400000,1300000,18200000,3200000
0,3,1,1,7400000,18300000,4,348,14300000,12600000,17900000,9800000
0,0,1,0,9700000,27500000,18,343,13400000,16500000,20000000,8200000
0,5,1,1,9700000,22600000,16,346,23500000,12900000,26800000,13000000
0,0,0,1,4500000,11500000,14,509,13400000,2300000,15400000,5900000
0,5,1,0,1300000,3000000,20,540,1000000,2300000,3200000,1900000
0,5,1,1,1000000,2300000,12,317,2800000,500000,3300000,800000
0,2,0,0,6500000,23900000,18,457,1200000,12400000,18100000,7300000
1,5,1,0,4200000,9200000,12,870,3200000,2400000,12300000,5700000
1,0,0,1,7200000,20700000,10,733,15600000,12000000,19200000,9900000
1,0,0,1,8900000,23000000,12,741,5600000,11200000,27100000,7100000
1,3,1,0,6600000,22100000,4,455,3800000,3000000,25100000,7400000
1,1,0,1,4800000,14700000,2,356,7100000,8800000,13400000,5500000
1,0,1,0,200000,400000,4,594,500000,0,400000,100000
1,0,0,1,7500000,25800000,18,844,9100000,600000,18600000,6500000
1,4,1,0,9000000,34700000,4,771,4800000,9500000,34100000,7700000
1,2,1,0,5400000,12500000,4,622,14400000,2900000,11800000,5400000
1,1,1,0,5200000,11200000,6,698,14100000,7600000,18800000,2700000
1,0,1,1,9000000,32400000,10,895,16800000,5800000,20700000,9500000
1,1,0,1,5100000,20300000,18,757,11800000,3400000,13400000,3200000
1,2,1,0,5200000,13500000,2,777,7000000,5200000,15500000,6100000
1,5,0,1,4400000,8900000,4,761,8100000,1000000,14200000,3000000
1,1,1,0,1900000,4200000,12,821,5200000,1500000,5000000,2700000
1,4,0,1,9200000,26500000,6,662,1000000,400000,26900000,5300000
1,5,0,1,7500000,24600000,8,744,1600000,3600000,16700000,9300000
1,1,1,0,5900000,16800000,4,806,11200000,9700000,22800000,7100000
1,5,1,0,5300000,13400000,8,719,1600000,200000,11400000,5300000
1,4,1,0,3700000,9000000,18,668,7800000,1600000,13400000,3100000
1,4,0,0,2800000,10800000,2,841,700000,2600000,7100000,4100000
1,0,1,1,5400000,21400000,8,721,8200000,6400000,16700000,7400000
1,5,0,0,4800000,15500000,10,812,9500000,1500000,17800000,3500000
1,1,0,0,8800000,17500000,20,832,1800000,3600000,24000000,7400000
1,2,1,0,4100000,14900000,12,571,-100000,5200000,13000000,3400000
1,2,1,1,6400000,24100000,6,592,2500000,6300000,20200000,6000000
1,2,1,1,4900000,13100000,18,754,8200000,3300000,16500000,7200000
1,4,1,0,2500000,5400000,10,592,3400000,1500000,9900000,2900000
1,0,1,0,7500000,27300000,20,553,11600000,2800000,26200000,6100000
1,2,1,0,700000,2000000,8,806,1900000,1100000,2200000,400000
1,4,1,1,8200000,28500000,2,378,6800000,11200000,26400000,11500000
1,1,0,0,6900000,26200000,4,534,14500000,11900000,14900000,9400000
1,0,0,1,8800000,25600000,10,715,25300000,2500000,34900000,8600000
1,4,1,1,8900000,20700000,6,684,1100000,9200000,20400000,6700000
1,1,1,1,9200000,29200000,6,669,9900000,12900000,23400000,11700000
1,2,0,0,3600000,8000000,12,566,10500000,3000000,8900000,2700000
1,3,1,1,7200000,20400000,10,558,0,13200000,27200000,10600000
1,0,0,1,9000000,24300000,10,599,12900000,3400000,26900000,6400000
1,0,0,1,7900000,24000000,20,728,18600000,15600000,21800000,7400000
1,2,0,1,6200000,21600000,20,679,18600000,2500000,24500000,9100000
1,3,1,1,7900000,29200000,4,399,23200000,5500000,30200000,6900000
1,3,0,0,1200000,4500000,6,819,1400000,1100000,4400000,900000
1,5,1,1,5900000,15600000,2,730,12600000,4700000,15900000,5900000
1,3,0,1,4700000,12800000,16,740,2200000,8600000,11700000,6100000
1,4,1,0,7200000,16900000,4,702,15900000,7100000,22000000,9600000
1,5,1,0,1400000,2900000,4,829,800000,600000,5400000,1600000
1,2,1,0,7900000,18500000,18,727,20200000,12400000,19600000,7100000
1,3,1,1,9600000,34200000,2,745,2500000,2000000,33000000,6700000
1,5,0,0,1100000,2500000,4,827,2400000,1000000,4100000,600000
1,4,0,0,8600000,25100000,6,820,14400000,5000000,26000000,8300000
1,5,1,1,8700000,28100000,10,660,25500000,800000,25900000,10100000
1,0,0,0,2200000,8600000,4,563,900000,1000000,4400000,2800000
1,1,0,1,500000,1400000,10,883,900000,0,1700000,300000
1,1,1,0,2200000,8700000,12,613,500000,1800000,5700000,2400000
1,1,1,1,9600000,34500000,2,795,9500000,900000,32000000,9300000
1,4,1,1,2400000,7400000,18,888,2700000,1600000,7600000,3200000
1,4,0,0,5500000,12300000,6,742,12900000,2700000,19800000,4300000
1,0,1,0,5000000,14400000,4,874,3000000,9300000,14100000,3900000
1,1,1,0,2700000,8100000,16,691,2000000,3600000,8100000,2100000
1,3,0,1,8500000,30300000,12,762,12700000,3700000,20000000,4200000
1,4,0,0,500000,1800000,20,777,900000,300000,1300000,200000
1,0,1,0,8300000,21400000,2,662,6100000,12300000,24500000,10200000
1,3,0,1,4000000,10400000,14,609,2100000,6900000,11700000,4600000
1,5,1,1,4400000,11700000,20,590,900000,2700000,15500000,2300000
1,3,1,1,4400000,15800000,18,779,7200000,5400000,14900000,3600000
1,2,1,1,1900000,5000000,14,641,1000000,900000,5500000,2400000
1,0,1,1,5000000,18400000,12,752,14600000,4000000,10500000,6500000
1,2,1,0,7000000,24200000,8,833,13700000,4100000,26100000,9100000
1,5,1,0,6600000,18800000,4,639,3200000,1100000,25100000,4300000
1,3,1,0,3200000,6900000,20,735,1500000,3700000,9200000,3100000
1,4,1,0,4800000,14000000,2,695,11300000,1700000,15400000,4600000
1,1,0,1,300000,1200000,4,355,700000,300000,800000,200000
1,5,1,0,9400000,25800000,14,625,28200000,15400000,30800000,11100000
1,3,0,1,800000,2900000,10,644,600000,500000,2900000,400000
1,5,0,0,4400000,14900000,4,865,8200000,6200000,14900000,3500000
1,1,1,1,4700000,14800000,6,661,8500000,6000000,13600000,6400000
1,2,0,0,2300000,5000000,8,884,1400000,1700000,6100000,1500000
1,5,1,1,8500000,26700000,10,803,500000,16600000,24400000,9600000
1,2,1,0,7600000,28300000,12,800,19700000,14800000,15600000,7800000
1,2,1,0,3200000,12600000,18,796,6200000,3500000,9600000,2000000
1,4,0,0,2400000,5000000,4,716,1500000,2800000,6900000,1400000
1,3,0,1,8500000,28300000,2,810,25200000,4300000,18500000,10700000
1,0,1,1,8900000,20900000,18,568,18800000,700000,32700000,5300000
1,0,1,0,2800000,5600000,8,842,0,1300000,6100000,1900000
1,3,0,1,2900000,7000000,4,806,5700000,5600000,5900000,3000000
1,1,1,1,4900000,17700000,8,722,9200000,7300000,16400000,3000000
1,2,1,0,7800000,22200000,10,735,9700000,4600000,23000000,6900000
1,4,1,1,2500000,8400000,12,761,6300000,1300000,8400000,1600000
1,0,1,0,4400000,10600000,20,653,6800000,4600000,16800000,5400000
1,0,0,0,7900000,30800000,4,726,5000000,14600000,23800000,5500000
1,1,1,0,8900000,22600000,18,617,8400000,15500000,27900000,11700000
1,1,1,1,5100000,15300000,4,628,6900000,3300000,17600000,2700000
1,2,1,1,8600000,21600000,16,804,15400000,300000,26800000,7100000
1,3,0,0,1600000,3900000,20,804,900000,2500000,3200000,800000
1,0,1,0,9500000,22600000,6,861,24700000,13200000,29000000,5600000
1,2,0,1,3000000,7800000,14,555,6600000,2700000,9600000,1700000
1,5,1,0,8800000,18800000,14,836,17300000,10100000,32700000,5400000
1,4,0,1,1100000,2900000,4,554,2800000,1000000,4100000,1600000
1,3,1,0,8700000,30500000,2,443,11800000,1800000,24600000,8100000
1,5,0,0,6100000,23600000,4,725,17400000,5100000,15600000,4800000
1,2,0,1,1900000,7000000,14,818,4800000,3500000,4500000,2100000
1,1,0,0,9900000,38700000,6,670,19400000,12600000,35800000,6500000
1,2,0,1,9500000,37000000,8,887,21800000,18300000,19200000,11700000
1,1,0,1,1300000,4500000,14,679,2700000,2100000,3700000,1600000
1,3,1,0,600000,1200000,2,752,1100000,500000,2300000,700000
1,0,1,0,9400000,33000000,4,616,15400000,5000000,25100000,7800000
1,2,0,1,3800000,12500000,14,842,3700000,6700000,14600000,5300000
1,3,1,1,7800000,26300000,20,840,1200000,11300000,24100000,5300000
1,3,0,1,8000000,28800000,10,576,18800000,7500000,16300000,11900000
1,0,0,1,4000000,11000000,8,799,4400000,6100000,14700000,4200000
1,1,0,1,3300000,10800000,2,550,6000000,3800000,11000000,4700000
1,2,1,0,5800000,13300000,4,878,8400000,5400000,18600000,4500000
1,3,1,1,2400000,4800000,12,895,6800000,300000,7300000,3300000
1,4,0,0,7600000,29700000,6,603,3200000,2900000,27800000,11000000
1,2,1,0,3300000,11800000,4,393,5700000,3700000,6800000,2600000
1,3,1,0,9800000,30300000,2,612,10700000,4600000,32100000,5600000
1,0,1,1,1000000,3800000,8,553,2500000,1000000,2100000,1300000
1,0,1,0,1900000,6800000,4,782,100000,3400000,4900000,2400000
1,5,1,1,6000000,11900000,2,629,2500000,0,19200000,4200000
1,4,0,1,3500000,8300000,2,897,7900000,5500000,12600000,1800000
1,0,1,1,800000,1700000,4,752,2300000,1100000,3200000,400000
1,0,0,1,5600000,19100000,14,875,16700000,4700000,15100000,7700000
1,0,1,0,6800000,20800000,20,819,16500000,11900000,26700000,8000000
1,2,1,1,4200000,16800000,2,433,3300000,0,14100000,3700000
1,1,0,1,200000,400000,6,768,300000,100000,600000,0
1,2,1,1,8500000,31800000,6,714,17000000,900000,26600000,5600000
1,1,1,0,2700000,10000000,2,584,6500000,2700000,7700000,3400000
1,1,1,0,6800000,22900000,4,501,3900000,9400000,17300000,4400000
1,2,0,0,6300000,24500000,18,848,10200000,3500000,18200000,8200000
1,4,0,0,8800000,19100000,6,586,17600000,8800000,20600000,12400000
1,2,1,0,3300000,8300000,6,653,4700000,3100000,8300000,4600000
1,1,0,1,4800000,11600000,16,696,1400000,9400000,11800000,6500000
1,1,1,0,7500000,28300000,16,707,9700000,1100000,16300000,6700000
1,4,0,0,8900000,21100000,6,631,4200000,200000,25800000,6200000
1,5,0,1,9600000,29600000,4,446,22900000,3500000,36600000,13200000
1,0,1,1,7700000,18100000,18,705,6100000,5100000,23800000,6300000
1,3,0,1,7000000,15200000,2,709,10300000,12500000,20700000,4000000
1,4,0,1,7800000,19500000,14,739,1900000,9000000,20400000,4400000
1,4,1,0,9400000,32600000,4,898,18200000,4000000,22000000,10200000
1,4,0,1,600000,2100000,6,558,1300000,1000000,2200000,300000
1,3,1,0,5100000,13300000,4,589,11200000,2700000,20200000,6100000
1,0,0,1,5100000,14500000,14,559,11000000,1100000,12300000,6000000
1,3,1,1,5300000,16900000,2,350,15800000,3100000,14300000,6800000
1,1,1,0,6700000,18700000,8,583,9300000,4100000,17100000,6900000
1,2,0,0,4000000,9400000,8,874,4400000,3700000,10200000,4800000
1,2,0,1,3900000,11600000,8,808,5800000,3100000,12900000,5000000
1,3,1,0,2700000,7800000,14,870,5400000,5300000,5700000,2100000
1,3,1,0,1400000,3800000,8,840,1700000,200000,5300000,1500000
1,4,0,1,8000000,19200000,18,682,2500000,8900000,19000000,5300000
1,3,1,1,8200000,28900000,10,668,23800000,4500000,28700000,10900000
1,5,1,1,4800000,10300000,8,781,4800000,6800000,11100000,4300000
1,4,0,0,5900000,14900000,14,857,2600000,9500000,16000000,3500000
1,5,1,1,8100000,32100000,6,823,18200000,1800000,24100000,6500000
1,0,1,0,1400000,5000000,8,686,1800000,1900000,3200000,1500000
1,1,1,0,1600000,6300000,2,721,3000000,600000,5200000,900000
1,2,1,1,8600000,24900000,20,607,13600000,7600000,31800000,5400000
1,0,0,0,8200000,20300000,4,666,13100000,10200000,25900000,7800000
1,3,1,0,3200000,10100000,20,704,3400000,4800000,9000000,3900000
1,0,0,1,8100000,23800000,10,794,5400000,15500000,20700000,8800000
1,0,0,0,200000,500000,20,615,500000,200000,600000,200000
1,2,0,0,5500000,20400000,12,887,8800000,9400000,12300000,3300000
1,4,0,0,7200000,27400000,8,735,14100000,14200000,19400000,9500000
1,1,1,1,5800000,16700000,12,721,1100000,9700000,17200000,7500000
1,4,0,0,2300000,6000000,8,676,6000000,400000,4800000,2200000
1,1,0,0,300000,1200000,4,342,800000,100000,1100000,200000
1,0,0,0,9900000,27000000,16,566,3500000,17300000,36900000,11500000
1,2,0,0,3500000,14000000,2,355,8700000,1600000,11800000,2900000
1,2,1,0,4800000,18500000,20,605,5700000,5500000,14700000,5800000
1,1,1,1,9000000,33500000,18,727,18800000,10500000,28100000,5300000
1,1,1,1,6400000,17300000,10,879,10000000,1100000,15400000,8200000
1,2,0,1,6000000,12600000,16,649,4800000,5300000,23900000,5100000
1,1,1,1,200000,400000,8,569,200000,200000,700000,300000
1,1,0,0,8400000,24600000,14,817,1800000,13100000,31300000,8200000
1,1,1,1,6100000,17800000,20,706,16000000,10900000,16900000,4300000
1,2,1,1,8000000,31200000,8,553,6800000,3500000,21000000,10300000
1,2,1,0,7300000,20000000,6,729,13100000,10700000,17900000,9100000
1,2,1,0,5200000,17200000,12,565,3500000,1300000,20000000,6300000
1,3,0,1,3400000,12400000,2,730,2500000,3900000,12200000,4600000
1,0,1,0,600000,2300000,8,627,1800000,500000,2200000,300000
1,3,0,0,1300000,3600000,16,624,2400000,2300000,3300000,1900000
1,4,1,1,5700000,16900000,4,656,13000000,7400000,22000000,8400000
1,2,0,0,7700000,27300000,16,758,7300000,4600000,24800000,9100000
1,1,1,1,1900000,4200000,4,620,4700000,2800000,7500000,900000
1,2,1,0,4500000,9100000,18,593,-100000,600000,12400000,2500000
1,0,0,1,9600000,34000000,12,710,23800000,10300000,38100000,7800000
1,1,0,1,5400000,20700000,8,753,1900000,800000,19000000,3600000
1,1,1,1,8200000,19100000,8,619,17200000,12200000,31500000,6600000
1,2,1,0,1700000,5900000,16,610,3100000,300000,3700000,1300000
1,0,1,0,5300000,19500000,12,802,9800000,3300000,15200000,3200000
1,3,1,0,6500000,25200000,10,858,15400000,10900000,14000000,8100000
1,2,1,0,5900000,14000000,8,599,4700000,9500000,17800000,6700000
1,1,1,0,7900000,27100000,10,803,20000000,9800000,22200000,6600000
1,4,1,0,3500000,8900000,20,809,7100000,1500000,13700000,3200000
1,4,0,0,2400000,6600000,2,722,6100000,3300000,5600000,3000000
1,2,0,1,7300000,28500000,10,799,21500000,3100000,15800000,4300000
1,0,1,1,6400000,21900000,12,727,15400000,10100000,24000000,5300000
1,2,0,0,8800000,19000000,14,637,13700000,13900000,27100000,6100000
1,5,1,0,7400000,21000000,4,561,21300000,3800000,26400000,3900000
1,3,0,0,6900000,26000000,14,828,14800000,4200000,18500000,3600000
1,4,1,0,9600000,27500000,20,679,23400000,7500000,37800000,6300000
1,0,0,0,2600000,9400000,18,879,2800000,1400000,5100000,2300000
1,3,1,1,9300000,26100000,14,636,4700000,16100000,34500000,11600000
1,3,0,1,7000000,19200000,4,768,8600000,13700000,19200000,7700000
1,3,0,0,2200000,6400000,20,667,6300000,3900000,8300000,2900000
1,5,1,1,7500000,28200000,2,440,8200000,5800000,24400000,6000000
1,0,0,1,300000,800000,4,603,800000,200000,600000,200000
1,3,1,0,3900000,14900000,4,728,4700000,4000000,14900000,5500000
1,0,1,0,4100000,10700000,8,855,11500000,700000,11200000,3100000
1,2,0,1,5100000,13700000,6,559,7800000,9800000,12700000,5100000
1,1,0,1,300000,600000,8,816,600000,300000,1100000,200000
1,4,0,1,4300000,11400000,2,560,10000000,3900000,8900000,3300000
1,0,1,1,3200000,12000000,14,645,5200000,1400000,12100000,3400000
1,4,0,1,4200000,11500000,6,551,10600000,7600000,11300000,5000000
1,4,1,0,1300000,3600000,10,657,3200000,1900000,2900000,1100000
1,3,0,0,2400000,9300000,2,682,3100000,4400000,5200000,1500000
1,0,1,0,600000,1600000,10,588,1600000,100000,1100000,300000
1,0,1,0,400000,1200000,4,766,900000,300000,1200000,300000
1,0,1,1,700000,1400000,10,618,1300000,200000,1700000,500000
1,0,0,1,8600000,17700000,20,711,22000000,0,30800000,7400000
1,0,1,1,9000000,34000000,4,549,2000000,8900000,20000000,12400000
1,3,1,1,5100000,20400000,6,754,1700000,2600000,11800000,7600000
1,2,1,0,1600000,3800000,10,837,3800000,1100000,5500000,1600000
1,4,1,0,7800000,29700000,20,614,22000000,700000,26800000,6300000
1,4,1,1,8900000,23400000,18,781,16500000,3100000,24900000,5800000
1,4,1,1,1200000,4600000,6,757,1900000,200000,4800000,1500000
1,5,1,1,2700000,10400000,2,723,2800000,700000,10300000,1400000
1,2,0,0,6900000,18700000,10,699,12800000,5700000,21200000,5200000
1,4,1,1,8400000,25200000,2,308,8100000,9300000,27700000,10500000
1,0,1,0,300000,500000,18,702,300000,400000,1200000,100000
1,2,0,1,9500000,37500000,4,456,10200000,16800000,34100000,12900000
1,3,1,1,1900000,5900000,8,651,700000,2100000,6200000,1500000
1,3,0,0,4200000,14500000,20,840,4500000,5900000,8900000,4600000
1,4,1,1,2200000,7900000,18,848,5100000,1700000,8500000,1600000
1,5,1,1,7100000,19700000,4,727,7700000,12900000,23600000,5800000
1,2,1,1,8800000,34400000,2,712,10500000,12500000,29300000,5900000
1,0,0,0,1800000,6600000,10,737,5000000,2000000,6000000,1500000
1,1,1,1,7600000,29300000,14,690,13900000,4000000,30000000,9100000
1,1,1,1,1000000,3200000,4,888,2000000,1500000,2200000,1300000
1,2,0,1,8200000,27200000,10,839,9200000,6400000,25500000,6000000
1,5,1,0,9400000,23700000,18,862,21500000,3500000,22400000,5600000
1,5,0,0,2600000,9100000,4,309,6400000,1400000,5900000,3400000
1,5,0,0,9500000,30700000,10,823,16300000,3700000,30300000,13100000
1,0,1,1,3500000,11700000,14,649,2700000,700000,11400000,4800000
1,5,0,1,9800000,35700000,10,726,9400000,18900000,31200000,12000000
1,4,1,0,800000,3100000,18,712,400000,700000,1900000,1100000
1,0,0,0,9700000,37300000,20,701,12100000,16200000,24100000,10500000
1,3,1,0,6200000,21300000,12,655,6500000,11600000,19200000,5000000
1,2,1,0,1800000,3800000,4,777,5100000,2700000,4600000,1400000
1,3,1,0,1700000,5300000,14,696,300000,700000,4500000,800000
1,2,1,1,2200000,7900000,6,659,3400000,1800000,8600000,2400000
1,2,0,0,2200000,8700000,18,729,3900000,3300000,7600000,1300000
1,1,1,0,8100000,28400000,6,744,20300000,10500000,21800000,7700000
1,4,0,0,6800000,17000000,2,749,18000000,3800000,27100000,9400000
1,0,1,0,4700000,14800000,20,755,12300000,5000000,15400000,3700000
1,1,0,1,3500000,11600000,10,898,3100000,2700000,9000000,4500000
1,1,1,0,8400000,25000000,12,694,5300000,14900000,23000000,7700000
1,4,0,1,5500000,13400000,10,880,300000,800000,19900000,2800000
1,4,1,0,7600000,29000000,8,739,22100000,8100000,22100000,8800000
1,0,0,1,5500000,16300000,10,724,11900000,1500000,11900000,6200000
1,3,1,0,7700000,27700000,4,439,13900000,7500000,27100000,6200000
1,2,1,0,9800000,25400000,2,655,19900000,4600000,21300000,7900000
1,5,0,1,8900000,24800000,18,842,16200000,5000000,20000000,8100000
1,3,0,0,5900000,23200000,2,307,15500000,10000000,21100000,6300000
1,4,1,0,8000000,31500000,18,683,10300000,7900000,30100000,9600000
1,1,1,1,3300000,10600000,14,742,300000,600000,8400000,4500000
1,3,1,0,1600000,3500000,10,844,4500000,2200000,5200000,1600000
1,2,0,1,3900000,13900000,18,715,5000000,5600000,9900000,2100000
1,2,1,0,2200000,4800000,6,721,1800000,100000,6900000,2200000
1,2,1,1,6300000,23200000,12,556,7000000,8300000,24200000,5300000
1,0,0,0,4600000,12600000,16,574,3400000,6200000,15100000,3600000
1,0,1,1,5200000,15700000,6,692,3800000,7000000,12800000,5500000
1,5,1,1,8000000,29800000,18,867,17700000,14100000,22800000,9200000
1,1,0,1,9900000,38500000,2,875,19600000,2900000,20200000,6500000
